gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,Contract,MonthlyCharges,Churn,internet_fiber,TotalCharges,TenureGroup_13-24m,TenureGroup_25-48m,TenureGroup_49-72m,HighValueCustomer
1,0,0,1.6137012404433893,1,0,1,0.6727005497687596,0,False,1.6959274879603683,False,False,True,1
0,0,1,0.758573602322752,1,0,0,0.17418800702981907,0,False,0.569883523266061,False,False,True,0
0,0,0,1.125056875803025,1,0,0,0.9718080754121239,0,False,1.483966271076734,False,False,True,1
1,0,0,-0.62591876415828,1,1,2,-1.5207546382825785,0,True,-0.8639457917780238,True,False,False,0
0,0,0,1.6137012404433893,1,0,0,-1.45428629925072,0,True,-0.33890019412252126,False,False,True,0
0,0,0,0.025607055362205634,1,0,0,1.3041497705714176,1,True,0.5089446734120161,False,True,False,1
0,1,1,1.369379058123207,1,1,0,1.3373839400873468,0,True,2.053612041451501,False,False,True,1
0,0,1,1.4915401492832983,1,1,0,1.3041497705714176,1,True,2.162242165104364,False,False,True,1
1,0,0,-1.1145631287986442,1,0,1,0.17418800702981907,1,False,-0.8520229733283194,False,False,False,0
0,0,0,1.002895784642934,1,1,2,1.2044472620236295,0,False,1.5356318176921198,False,False,True,1
0,1,0,-0.9924020376385531,1,0,1,0.37359302412539525,1,False,-0.7380938192533659,False,False,False,0
0,0,0,-0.748079855318371,1,1,2,-0.4572612137728389,0,False,-0.6912857171915634,True,False,False,0
1,0,0,-0.30015585439803716,1,1,0,1.0050422449280532,1,False,0.042188410399512946,False,True,False,1
0,0,1,0.7992939660427822,1,1,0,-1.4875204687666492,0,True,-0.5473287240580951,False,False,True,0
0,1,0,-1.0331224013585834,1,0,0,0.37359302412539525,1,False,-0.7716543452599414,False,False,False,0
1,0,0,-0.7888002190384014,1,0,0,0.5065297021891128,1,True,-0.5473287240580951,True,False,False,0
0,1,0,-0.7073594915983407,1,1,2,0.8388713973484064,1,False,-0.41043710482074786,True,False,False,1
1,0,0,-0.4223169455581282,1,1,2,-0.32432453570912145,1,False,-0.4722591264118079,True,False,False,0
0,0,0,-0.5444780367182193,1,1,0,-1.4875204687666492,0,True,-0.8387753972730922,True,False,False,0
1,0,1,-0.38159658183809786,0,0,0,-1.1551787736073555,0,True,-0.7018837780357451,True,False,False,0
0,0,0,1.6137012404433893,1,1,0,1.6364914657307112,0,False,2.6179587814041776,False,False,True,1
1,1,0,1.6137012404433893,1,1,0,1.1047447534758412,0,True,2.109251860883455,False,False,True,1
0,0,1,1.0843365120829946,1,0,1,1.071510583959912,0,False,1.5206178981628624,False,False,True,1
0,0,1,1.5322605130033284,1,1,0,0.3403588546094659,0,True,1.311747782358781,False,False,True,0
1,0,1,1.5322605130033284,1,1,1,1.2044472620236295,0,True,2.1154340630425614,False,False,True,1
1,0,1,-0.9516816739185228,1,1,1,1.270915601055488,0,True,-0.5972279271994506,False,False,False,1
0,0,0,-1.1960038562387048,1,1,2,-1.3213496211870024,0,False,-0.9734590871679015,False,False,False,0
1,1,0,-0.62591876415828,1,1,2,1.2376814315395588,0,True,-0.2408681313138404,True,False,False,1
0,0,1,-0.1779947632379461,1,1,0,0.17418800702981907,0,True,-0.14106972503112924,False,True,False,0
0,0,0,-0.9109613101984924,1,1,0,-0.3575587052250508,0,True,-0.7681216583118808,False,False,False,0
1,0,1,-0.8702409464784621,1,0,2,-1.45428629925072,0,False,-0.9045716916807204,False,False,False,0
1,1,0,1.6137012404433893,1,0,1,1.270915601055488,0,False,2.268222773546181,False,False,True,1
1,0,0,-0.9924020376385531,1,1,0,0.17418800702981907,1,True,-0.7592899409417294,False,False,False,0
1,1,0,1.4915401492832983,1,0,0,-1.4875204687666492,0,False,-0.3971895287655207,False,False,True,0
0,0,1,0.26992923768238775,1,1,1,-1.4875204687666492,0,True,-0.6621410498700636,False,True,False,0
1,0,1,1.4100994218432374,0,0,2,-0.4572612137728389,0,False,0.5023208853844024,False,False,True,0
1,0,0,0.26992923768238775,1,0,2,-1.4875204687666492,0,False,-0.6621410498700636,False,True,False,0
1,0,1,0.880734693482843,1,0,0,0.0412513289661016,0,True,0.5672340080550154,False,False,True,0
0,0,0,-1.2774445836787656,1,0,0,0.3071246850935365,1,False,-0.9739006730364091,False,False,False,0
0,0,1,1.6137012404433893,0,0,1,-0.15815368812947458,0,False,0.9010729246467396,False,False,True,0
1,0,0,-0.9109613101984924,1,1,2,1.1379789229917707,1,True,-0.5694080174834736,False,False,False,1
1,0,1,-0.7888002190384014,1,1,2,1.071510583959912,1,False,-0.4497382471179217,True,False,False,1
0,0,0,0.10704778280226633,1,0,0,1.1379789229917707,0,False,0.5235170070727659,False,True,False,1
1,0,1,-0.8295205827584317,0,1,1,-0.9557737565117794,0,True,-0.8158129321106985,False,False,False,0
1,0,0,-0.055833672077855064,1,0,1,0.8721055668643357,0,False,0.23913570775388984,False,True,False,1
0,0,1,0.8400143297628127,1,0,0,1.437086448635135,0,False,1.52105948403137,False,False,True,1
1,0,0,-1.2774445836787656,1,0,0,-1.4875204687666492,0,False,-0.997746309935818,False,False,False,0
1,0,0,-0.0965540357978854,1,1,1,-1.4875204687666492,0,False,-0.7416265062014266,False,True,False,0
0,0,0,0.5549717837226001,1,0,0,0.3403588546094659,0,True,0.5168932190451523,False,True,False,0
0,0,0,-0.5444780367182193,1,0,0,0.8388713973484064,1,False,-0.25146619215802213,True,False,False,1
0,0,0,-0.38159658183809786,1,0,0,-0.3575587052250508,0,True,-0.45812837861956557,True,False,False,0
0,1,0,-0.7073594915983407,1,0,0,-0.32432453570912145,1,True,-0.6422696857872229,True,False,False,0
1,0,0,0.6364125111626608,1,0,2,-1.4875204687666492,0,False,-0.5826555935387008,False,True,False,0
1,0,1,-0.30015585439803716,1,1,0,1.0382764144439827,1,True,0.053228057112202236,False,True,False,1
1,0,0,0.7992939660427822,1,0,1,1.3373839400873468,1,False,1.4044808147453711,False,False,True,1
1,0,0,-0.8295205827584317,1,0,2,0.5729980412209714,1,False,-0.5720575326945191,False,False,False,1
0,0,0,0.6364125111626608,1,0,2,-1.3213496211870024,0,False,-0.4766749850968836,False,True,False,0
0,0,0,0.22920887396235737,1,0,0,-1.4875204687666492,0,False,-0.670972767240215,False,True,False,0
0,0,0,-0.5851984004382496,0,0,0,-0.9890079260277087,0,True,-0.7283789301461994,True,False,False,0
0,0,0,0.5142514200025698,1,0,0,-0.49049538328876824,0,True,-0.013009823163933492,False,True,False,0
1,0,0,-0.8295205827584317,1,1,2,0.8388713973484064,0,False,-0.5296652893177922,False,False,False,1
0,1,0,1.369379058123207,1,1,0,1.2376814315395588,0,True,1.966178039487002,False,False,True,1
0,0,0,1.6137012404433893,1,1,2,-1.4875204687666492,0,True,-0.37069437665506644,False,False,True,0
0,0,0,1.5322605130033284,0,1,0,-0.6566662308684151,0,True,0.3844174584928809,False,False,True,0
0,0,0,-0.21871512695797646,1,1,1,0.8388713973484064,0,False,0.06647563316742938,False,True,False,1
1,0,0,-1.2774445836787656,1,0,0,-1.4875204687666492,0,False,-0.997746309935818,False,False,False,0
1,1,0,-0.7888002190384014,1,0,2,1.0050422449280532,1,False,-0.4612194796991186,True,False,False,1
0,0,1,1.3286586944031769,1,0,0,0.8388713973484064,0,True,1.576699303463324,False,False,True,1
0,0,1,-0.748079855318371,1,0,0,0.17418800702981907,0,False,-0.5738238761685494,True,False,False,0
0,0,1,-0.62591876415828,1,0,0,0.6727005497687596,1,False,-0.36848644731252855,True,False,False,1
0,0,0,-0.055833672077855064,1,1,1,-1.45428629925072,0,True,-0.7191056269075403,False,True,False,0
1,0,1,-0.3408762181180675,1,0,1,-1.3545837907029317,0,False,-0.7522245670456083,True,False,False,0
0,0,0,-1.1960038562387048,1,1,2,-1.4875204687666492,0,True,-0.9800828751955152,False,False,False,0
1,0,0,-0.62591876415828,1,0,0,0.40682719364132464,1,False,-0.4285421254295583,True,False,False,0
1,0,0,1.369379058123207,1,1,1,0.1409538375138897,0,True,1.0044040178775113,False,False,True,0
1,0,0,0.5142514200025698,1,0,1,-0.3907928747409802,0,False,0.046604269084588666,False,True,False,0
1,0,0,0.10704778280226633,1,1,1,0.9053397363802651,0,True,0.4153284692884109,False,True,False,1
1,0,1,0.3106496014024181,0,0,2,-0.8228370784480619,0,False,-0.300040637693855,False,True,False,0
0,0,0,-0.9109613101984924,1,1,0,0.6727005497687596,1,True,-0.6312300390745337,False,False,False,1
0,0,0,0.7992939660427822,1,0,1,-0.025217010065757134,0,False,0.4630197430872286,False,False,True,0
0,0,0,-0.7888002190384014,1,0,0,-1.5207546382825785,0,True,-0.8975063177845992,True,False,False,0
0,1,0,0.43281069256250915,1,1,0,0.8388713973484064,0,True,0.7023592838183323,False,True,False,1
0,0,0,0.35136996512244845,1,0,2,-1.4875204687666492,0,False,-0.6444776151297608,False,True,False,0
0,1,0,0.7992939660427822,0,0,0,-0.49049538328876824,0,True,0.14154523081371653,False,False,True,0
0,0,0,1.5729808767233588,1,0,2,0.9385739058961945,0,False,1.9092134624495254,False,False,True,1
1,0,0,1.1657772395230555,1,1,0,1.3706181096032763,0,True,1.8487161984639882,False,False,True,1
0,0,0,-0.2594354906780068,0,0,2,-0.6899004003843444,0,False,-0.5014037937333076,False,True,False,0
1,0,1,1.6137012404433893,1,1,0,0.10771966799796033,0,True,1.1554263849071007,False,False,True,0
0,0,0,0.3920903288424788,1,1,1,0.44006136315725397,0,True,0.4400572779248349,False,True,False,0
0,0,1,1.002895784642934,1,0,0,0.008017159450172232,0,False,0.629497615514583,False,False,True,0
1,0,1,-0.9516816739185228,1,1,0,-1.4875204687666492,0,True,-0.9270925709746065,False,False,False,0
0,0,0,-0.9516816739185228,1,0,0,0.20742217654574843,1,False,-0.7244046573296312,False,False,False,0
1,0,0,0.025607055362205634,1,0,0,-0.6566662308684151,0,False,-0.3508230125722257,False,True,False,0
1,0,0,-1.2774445836787656,1,0,2,-1.5207546382825785,0,True,-0.9981878958043255,False,False,False,0
0,0,0,-1.0331224013585834,1,1,0,0.47329553267318336,1,True,-0.7623810420212823,False,False,False,0
1,0,0,-1.2774445836787656,1,1,2,0.2406563460616778,1,False,-0.9747838447734243,False,False,False,0
1,0,1,1.3286586944031769,1,0,0,-1.4875204687666492,0,False,-0.4325163982461264,False,False,True,0
1,0,0,-0.9109613101984924,1,0,1,0.7059347192846889,1,False,-0.6268141803894579,False,False,False,1
1,0,0,1.5322605130033284,1,1,0,1.0050422449280532,0,True,1.9299679982693811,False,False,True,1
0,0,0,-0.13727439951791576,1,0,0,1.1379789229917707,1,False,0.26121500117926844,False,True,False,1
1,0,1,-0.46303730927815856,1,0,2,1.3041497705714176,1,False,-0.04215449048543321,True,False,False,1
1,0,0,-1.2774445836787656,1,0,0,0.8721055668643357,1,False,-0.9663937132717804,False,False,False,1
1,0,0,-1.1145631287986442,1,0,0,-1.4875204687666492,0,False,-0.9624194404552123,False,False,False,0
1,0,0,0.9621754209229036,1,1,2,0.8388713973484064,0,False,1.219014749972191,False,False,True,1
1,0,1,0.10704778280226633,1,0,0,0.6727005497687596,1,True,0.3071399315040559,False,True,False,1
1,0,1,-0.9109613101984924,1,0,2,-1.4875204687666492,0,False,-0.9182608536044551,False,False,False,0
0,0,0,-0.055833672077855064,0,0,2,-0.49049538328876824,0,False,-0.32211993111923354,False,True,False,0
1,1,0,0.18848851024232702,1,0,0,0.7059347192846889,1,True,0.39854820628512316,False,True,False,1
1,1,0,1.002895784642934,1,1,2,1.0050422449280532,1,False,1.3846094506625304,False,False,True,1
0,0,1,0.06632741908223598,1,1,0,-1.288115451671073,0,False,-0.6162161195452762,False,True,False,0
0,0,0,-1.1960038562387048,1,1,2,1.1379789229917707,1,True,-0.8754270243592207,False,False,False,1
0,0,0,-1.1552834925186746,1,1,1,0.6062322107369008,0,True,-0.8599715189614556,False,False,False,1
0,0,0,0.880734693482843,1,1,2,-1.4875204687666492,0,False,-0.5296652893177922,False,False,True,0
1,0,1,-1.0738427650786138,1,1,2,-1.4875204687666492,0,True,-0.9535877230850608,False,False,False,0
1,0,0,-0.4223169455581282,1,0,1,-0.15815368812947458,0,False,-0.423684680875975,True,False,False,0
1,0,0,-0.38159658183809786,1,0,0,1.071510583959912,0,False,-0.021399954665577352,True,False,False,1
0,0,0,1.4508197855632678,1,0,1,-0.22462202716133334,0,False,0.7350366380878927,False,False,True,0
0,0,1,0.6364125111626608,1,0,0,-1.4875204687666492,0,False,-0.5826555935387008,False,True,False,0
1,0,1,0.06632741908223598,1,0,0,-1.45428629925072,0,False,-0.6912857171915634,False,True,False,0
0,0,0,0.35136996512244845,1,1,0,0.5065297021891128,0,True,0.44182362139886516,False,True,False,0
1,0,0,-0.9516816739185228,1,1,1,0.37359302412539525,0,True,-0.7045332932467905,False,False,False,0
0,1,0,-0.5851984004382496,1,0,2,1.3041497705714176,0,False,-0.17992928145979553,True,False,False,1
1,0,0,0.10704778280226633,1,0,0,1.0382764144439827,0,False,0.4771504908794709,False,True,False,1
1,0,1,0.9214550572028734,1,0,0,0.47329553267318336,0,True,0.9121125713594288,False,False,True,0
1,0,0,0.880734693482843,1,1,0,1.437086448635135,0,True,1.5687507578301878,False,False,True,1
0,1,0,-1.2367242199587352,1,0,1,0.47329553267318336,1,False,-0.9368074600817731,False,False,False,0
1,0,0,0.7992939660427822,1,0,2,1.3706181096032763,0,False,1.4274432799077648,False,False,True,1
1,0,0,1.6137012404433893,1,1,2,0.17418800702981907,0,False,1.219014749972191,False,False,True,0
1,0,0,-0.9516816739185228,1,0,0,0.17418800702981907,0,False,-0.7283789301461994,False,False,False,0
0,0,1,-1.1960038562387048,1,1,0,0.17418800702981907,0,True,-0.9138449949193794,False,False,False,0
1,1,0,-1.1552834925186746,1,0,0,0.3403588546094659,0,True,-0.874102266753698,False,False,False,0
1,0,1,1.4915401492832983,1,1,2,0.37359302412539525,0,False,1.3090982671477356,False,False,True,0
0,0,1,1.4100994218432374,0,0,1,-0.9557737565117794,0,False,0.058527087534293094,False,False,True,0
1,0,0,-1.1552834925186746,1,0,2,0.5065297021891128,1,False,-0.8652705493835465,False,False,False,0
1,0,0,-0.7888002190384014,0,0,0,-0.6234320613524857,1,True,-0.7425096779384417,True,False,False,0
0,0,1,0.5142514200025698,1,1,2,0.5397638717050421,0,False,0.6030024634041288,False,True,False,1
1,0,0,1.4508197855632678,1,0,0,1.2044472620236295,0,False,2.0262337176040317,False,False,True,1
0,0,1,1.4915401492832983,1,0,0,0.3071246850935365,0,False,1.2481594172936907,False,False,True,0
0,0,0,1.5322605130033284,0,0,1,-0.22462202716133334,0,True,0.786260598834771,False,False,True,0
0,0,0,-1.2774445836787656,1,1,0,-1.4875204687666492,1,True,-0.997746309935818,False,False,False,0
0,0,1,0.5142514200025698,1,0,2,-1.288115451671073,0,False,-0.48992256115211075,False,True,False,0
0,0,1,0.18848851024232702,1,0,1,-1.4875204687666492,0,True,-0.6798044846103665,False,True,False,0
0,0,1,-0.9109613101984924,0,0,1,-0.8228370784480619,0,False,-0.8299436799029408,False,False,False,0
0,0,1,-1.2774445836787656,1,1,0,0.805637227832477,0,False,-0.9672768850087956,False,False,False,1
1,0,1,-0.13727439951791576,1,1,0,0.1409538375138897,0,True,-0.1229647044223188,False,True,False,0
1,1,1,1.6137012404433893,1,0,0,1.3041497705714176,0,True,2.3000169560787262,False,False,True,1
0,0,0,-1.2367242199587352,1,1,0,0.37359302412539525,1,True,-0.9394569752928186,False,False,False,0
1,0,0,-0.3408762181180675,1,0,1,-0.3575587052250508,0,False,-0.43428274172015674,True,False,False,0
0,0,0,-1.1552834925186746,1,0,0,0.47329553267318336,1,False,-0.8670368928575768,False,False,False,0
1,0,0,1.6137012404433893,1,0,0,-1.5207546382825785,0,False,-0.40248855918761156,False,False,True,0
0,0,0,-0.8702409464784621,1,1,0,0.47329553267318336,0,True,-0.6228399075728898,False,False,False,0
0,0,1,0.47353105628253944,1,0,1,-1.4875204687666492,0,False,-0.6179824630193065,False,True,False,0
1,0,1,1.2064976032430856,1,0,0,-1.4875204687666492,0,True,-0.45901155035658076,False,False,True,0
1,0,1,1.5322605130033284,1,0,0,-1.3213496211870024,0,False,-0.23380275741771925,False,False,True,0
0,1,0,-1.2774445836787656,0,0,0,-1.3213496211870024,1,False,-0.9955383805932801,False,False,False,0
0,0,0,-1.1552834925186746,1,0,0,1.3706181096032763,1,False,-0.8193456190587591,False,False,False,1
0,1,0,-1.2367242199587352,1,0,1,0.7059347192846889,1,False,-0.9306252579226671,False,False,False,1
0,0,0,0.35136996512244845,1,1,0,-0.29109036619319206,0,False,0.0073031267874147975,False,True,False,0
0,1,0,-1.2774445836787656,1,1,1,-1.5207546382825785,1,False,-0.9981878958043255,False,False,False,0
1,1,0,1.6137012404433893,1,0,0,0.6394663802528302,0,True,1.6641333054278231,False,False,True,1
0,0,0,1.247217966963116,1,0,2,1.4703206181510644,0,False,2.0257921317355243,False,False,True,1
1,0,0,1.4508197855632678,1,1,2,0.5065297021891128,0,True,1.3956490973752196,False,False,True,0
0,1,0,1.0843365120829946,1,0,2,1.1712130925077,0,False,1.5987785968887025,False,False,True,1
1,1,0,0.7992939660427822,0,0,0,-0.5237295528046976,0,True,0.11858276565132282,False,False,True,0
1,1,1,-0.2594354906780068,1,1,2,1.3706181096032763,1,False,0.2104326263008977,False,True,False,1
1,0,0,1.369379058123207,0,1,0,-0.2578561966772627,0,True,0.6546680100195147,False,False,True,0
0,1,0,0.9621754209229036,1,1,2,1.0382764144439827,0,True,1.3673876017907352,False,False,True,1
0,0,0,1.6137012404433893,1,0,0,0.47329553267318336,0,False,1.5051623927650974,False,False,True,0
1,1,0,-1.2367242199587352,1,0,1,0.17418800702981907,0,True,-0.9447560057149094,False,False,False,0
1,0,0,1.4508197855632678,1,0,0,1.7361939742784993,0,True,2.5066791425402695,False,False,True,1
1,0,1,1.1657772395230555,1,1,2,0.6727005497687596,0,True,1.283044700905789,False,False,True,1
1,0,0,-1.2774445836787656,1,0,0,-1.4875204687666492,0,True,-0.997746309935818,False,False,False,0
1,0,0,-1.2367242199587352,1,0,0,-1.4875204687666492,0,True,-0.9889145925656666,False,False,False,0
0,0,0,-1.2367242199587352,1,0,1,-1.4875204687666492,1,True,-0.9889145925656666,False,False,False,0
1,1,1,1.4508197855632678,1,0,2,0.6727005497687596,0,False,1.545788292667794,False,False,True,1
1,0,0,-0.9516816739185228,1,0,0,0.10771966799796033,0,True,-0.7363274757793357,False,False,False,0
1,0,0,-0.7888002190384014,1,0,0,0.6062322107369008,1,True,-0.5301068751862997,True,False,False,1
0,0,0,-0.4223169455581282,1,0,1,-1.4875204687666492,0,True,-0.812280245162638,True,False,False,0
1,0,1,1.369379058123207,1,0,0,-1.3213496211870024,0,False,-0.2779613442684764,False,False,True,0
1,0,1,-0.9924020376385531,1,0,0,-1.4875204687666492,0,False,-0.9359242883447579,False,False,False,0
1,0,1,-1.2367242199587352,1,0,2,0.17418800702981907,0,False,-0.9447560057149094,False,False,False,0
1,0,0,-1.1960038562387048,1,0,1,-0.29109036619319206,0,False,-0.9323916013966974,False,False,False,0
1,0,0,-1.1145631287986442,1,1,0,0.9053397363802651,1,True,-0.8034485277924865,False,False,False,1
1,0,0,-0.7888002190384014,1,0,0,-1.4875204687666492,0,False,-0.8917657014940008,True,False,False,0
1,0,1,0.8400143297628127,1,0,2,0.008017159450172232,0,False,0.5146852897026145,False,False,True,0
1,0,0,-1.1960038562387048,1,0,2,-1.4875204687666492,0,False,-0.9800828751955152,False,False,False,0
1,0,0,0.5549717837226001,1,1,2,1.0050422449280532,0,False,0.9231522180721181,False,True,False,1
0,0,0,0.26992923768238775,0,0,0,-0.8228370784480619,0,True,-0.3177040724341578,False,True,False,0
0,0,1,-0.0965540357978854,1,0,0,1.437086448635135,0,True,0.4241601866585623,False,True,False,1
0,0,0,-0.38159658183809786,1,1,2,1.1379789229917707,0,False,-0.0010870047142290612,True,False,False,1
1,0,1,0.3106496014024181,1,0,1,-1.4875204687666492,0,False,-0.6533093324999122,False,True,False,0
0,0,0,0.5142514200025698,1,0,0,-0.0584511795816865,0,False,0.24531790991299585,False,True,False,0
1,0,0,0.8400143297628127,1,0,1,-1.4875204687666492,0,False,-0.5384970066879436,False,False,True,0
0,1,0,1.6137012404433893,1,0,1,1.5700231266988525,0,False,2.5543704163390872,False,False,True,1
1,0,1,-0.1779947632379461,1,0,1,-1.4875204687666492,0,False,-0.7592899409417294,False,True,False,0
0,0,0,0.6771328748826912,1,0,0,0.07448549848203097,0,False,0.4431483790043879,False,False,True,0
1,0,0,-1.2774445836787656,1,1,0,0.3403588546094659,1,True,-0.9734590871679015,False,False,False,0
0,0,0,-0.5037576729981889,1,1,2,0.5397638717050421,0,False,-0.29120892032370355,True,False,False,1
0,0,1,0.8400143297628127,1,1,2,-0.12491951861354524,0,True,0.4210690855790093,False,False,True,0
1,0,0,1.4100994218432374,1,0,0,0.1409538375138897,0,True,1.0348734428045336,False,False,True,0
1,0,0,-0.8702409464784621,1,0,0,0.3071246850935365,1,True,-0.6471271303408062,False,False,False,0
0,0,1,0.7992939660427822,1,0,2,0.7059347192846889,0,False,0.9681939766598905,False,False,True,1
0,0,0,-1.2774445836787656,1,1,0,0.8721055668643357,1,False,-0.9663937132717804,False,False,False,1
0,0,0,0.6364125111626608,1,1,0,-0.29109036619319206,0,False,0.18040478724238285,False,True,False,0
0,0,0,-1.0331224013585834,1,0,2,0.3403588546094659,1,False,-0.7747454463394944,False,False,False,0
1,0,1,-1.0331224013585834,1,1,0,0.20742217654574843,0,True,-0.7871098506577063,False,False,False,0
0,0,1,-0.8295205827584317,1,0,0,0.6394663802528302,0,True,-0.5614594718503373,False,False,False,1
1,0,0,0.3106496014024181,1,0,2,-1.3213496211870024,0,False,-0.5649921587983979,False,True,False,0
1,0,0,0.9214550572028734,1,1,2,0.44006136315725397,0,False,0.8878253485915124,False,False,True,0
0,0,0,-0.5037576729981889,1,1,2,-1.4875204687666492,0,True,-0.8299436799029408,True,False,False,0
1,0,0,-1.2774445836787656,0,0,1,-0.9557737565117794,1,False,-0.9906809360396969,False,False,False,0
0,0,1,1.6137012404433893,1,0,0,0.6394663802528302,0,True,1.6641333054278231,False,False,True,1
1,0,0,1.247217966963116,1,0,0,1.5035547876669937,0,False,2.053612041451501,False,False,True,1
0,0,0,1.5322605130033284,0,0,0,0.008017159450172232,0,True,1.002637674403481,False,False,True,0
0,0,0,-0.9924020376385531,1,1,1,-0.025217010065757134,0,False,-0.7804860626300928,False,False,False,0
0,0,0,-1.2774445836787656,1,0,0,-0.6234320613524857,1,True,-0.9862650773546211,False,False,False,0
1,0,0,-0.6666391278783103,1,0,0,-1.4875204687666492,0,False,-0.8652705493835465,True,False,False,0
0,0,1,-0.8702409464784621,0,1,1,-1.3213496211870024,0,True,-0.8851419134663873,False,False,False,0
1,0,0,-0.8702409464784621,1,0,1,0.3403588546094659,1,True,-0.6422696857872229,False,False,False,0
0,0,1,0.35136996512244845,1,0,0,0.7724030583165477,0,True,0.5866637862693487,False,True,False,1
1,0,1,-0.748079855318371,1,0,0,0.37359302412539525,0,False,-0.5367306632139133,True,False,False,0
0,0,0,1.1657772395230555,1,1,1,0.805637227832477,0,False,1.3907916528216364,False,False,True,1
0,0,0,-0.5037576729981889,1,0,0,0.805637227832477,0,False,-0.2205551813624921,True,False,False,1
0,0,0,0.5956921474426305,1,0,2,1.3706181096032763,1,False,1.193402769598752,False,True,False,1
1,0,1,-1.2367242199587352,1,1,2,-0.15815368812947458,0,True,-0.9535877230850608,False,False,False,0
1,0,1,0.35136996512244845,1,1,1,-0.15815368812947458,0,True,0.07972320922265652,False,True,False,0
0,0,0,1.6137012404433893,1,0,0,-1.3213496211870024,0,False,-0.21172346399234068,False,False,True,0
0,0,1,1.6137012404433893,1,0,0,0.5065297021891128,0,False,1.5369565752976426,False,False,True,0
0,0,0,0.5549717837226001,1,0,0,1.0382764144439827,0,False,0.9434651680234665,False,True,False,1
1,0,0,-1.2774445836787656,1,1,0,-1.4875204687666492,1,True,-0.997746309935818,False,False,False,0
1,0,1,-0.13727439951791576,0,1,0,-0.6566662308684151,0,True,-0.4303084689035886,False,True,False,0
